date,description,amount,type
2024-12-24,Refund,13.19,income
2024-12-24,Amazon,177.83,expense
2024-12-24,Boots,5.96,expense
2024-12-24,Greggs,4.65,expense
2024-12-25,Uber,21.92,expense
2024-12-25,National Rail,89.80,expense
2024-12-25,O2 Mobile,36.63,expense
2024-12-25,BP Fuel,79.80,expense
2024-12-25,Aldi,57.36,expense
2024-12-25,Pharmacy,14.14,expense
2024-12-25,Disney+,7.99,expense
2024-12-25,Pub / Bar,44.88,expense
2024-12-26,BT Broadband,37.13,expense
2024-12-26,Superdrug,15.55,expense
2024-12-26,Gym Membership,49.83,expense
2024-12-26,eBay Purchase,25.91,expense
2024-12-26,Tesco,20.24,expense
2024-12-26,Home Insurance,33.05,expense
2024-12-26,Optician,86.09,expense
2024-12-26,Uber,21.58,expense
2024-12-26,Argos,122.20,expense
2024-12-26,Council Tax,198.10,expense
2024-12-26,Uber Eats,13.75,expense
2024-12-26,Rent Payment,1106.39,expense
2024-12-26,Cashback,4.53,income
2024-12-27,Nandos,32.77,expense
2024-12-27,Uber Eats,18.79,expense
2024-12-27,Aldi,52.04,expense
2024-12-27,Council Tax,166.22,expense
2024-12-27,Uber,14.47,expense
2024-12-27,Uber,9.33,expense
2024-12-27,KFC,14.23,expense
2024-12-27,ASOS,47.12,expense
2024-12-27,Apple iCloud,2.99,expense
2024-12-27,Amazon,111.23,expense
2024-12-27,Pret A Manger,5.29,expense
2024-12-27,Tesco,85.58,expense
2024-12-27,Pharmacy,26.04,expense
2024-12-28,Dentist,45.38,expense
2024-12-28,Side Hustle,383.92,income
2024-12-28,Uber Eats,32.19,expense
2024-12-28,Spotify,10.99,expense
2024-12-28,Freelance Payment,564.60,income
2024-12-28,Dentist,59.06,expense
2024-12-28,ASOS,44.23,expense
2024-12-28,National Rail,74.29,expense
2024-12-28,Waitrose,64.65,expense
2024-12-28,KFC,9.23,expense
2024-12-28,Netflix,10.99,expense
2024-12-28,Cashback,7.86,income
2024-12-28,Argos,58.48,expense
2024-12-28,Netflix,10.99,expense
2024-12-28,BP Fuel,69.94,expense
2024-12-28,Pret A Manger,6.54,expense
2024-12-28,Mortgage Payment,1283.37,expense
2024-12-28,Costa Coffee,7.82,expense
2024-12-29,Disney+,7.99,expense
2024-12-29,Council Tax,194.12,expense
2024-12-29,Dividend Payment,187.44,income
2024-12-29,O2 Mobile,28.87,expense
2024-12-29,McDonalds,14.25,expense
2024-12-29,Uber,24.47,expense
2024-12-29,McDonalds,12.73,expense
2024-12-30,Netflix,10.99,expense
2024-12-30,Lidl,49.99,expense
2024-12-30,Cinema,11.98,expense
2024-12-30,Optician,45.09,expense
2024-12-30,TfL Travel,7.09,expense
2024-12-30,Sainsburys,138.45,expense
2024-12-30,Waitrose,143.96,expense
2024-12-30,Uber Eats,15.15,expense
2024-12-30,Boots,8.32,expense
2024-12-30,Just Eat,26.84,expense
2024-12-31,Lidl,61.68,expense
2024-12-31,Lidl,45.71,expense
2024-12-31,Spotify,10.99,expense
2024-12-31,Costa Coffee,6.57,expense
2024-12-31,Dividend Payment,35.55,income
2024-12-31,Disney+,7.99,expense
2024-12-31,Gym Membership,43.92,expense
2024-12-31,Trainline,49.77,expense
2024-12-31,Rent Payment,967.22,expense
2024-12-31,Pharmacy,25.24,expense
2024-12-31,Just Eat,19.97,expense
2024-12-31,Boots,21.27,expense
2024-12-31,Water Bill,34.37,expense
2025-01-01,Pharmacy,18.36,expense
2025-01-01,EE Mobile,41.63,expense
2025-01-01,ASOS,41.98,expense
2025-01-01,Lidl,37.58,expense
2025-01-01,Costa Coffee,5.79,expense
2025-01-01,Freelance Payment,258.61,income
2025-01-01,Council Tax,190.86,expense
2025-01-01,Premier Inn,65.39,expense
2025-01-01,Starbucks,8.47,expense
2025-01-02,Uber Eats,31.16,expense
2025-01-02,Side Hustle,264.47,income
2025-01-02,YouTube Premium,12.99,expense
2025-01-02,EE Mobile,35.50,expense
2025-01-02,Optician,63.75,expense
2025-01-02,Argos,25.67,expense
2025-01-02,Pizza Express,32.35,expense
2025-01-02,O2 Mobile,27.88,expense
2025-01-02,Argos,23.98,expense
2025-01-02,O2 Mobile,34.12,expense
2025-01-02,Cinema,14.85,expense
2025-01-03,Car Insurance,46.63,expense
2025-01-03,Mortgage Payment,837.40,expense
2025-01-03,KFC,8.30,expense
2025-01-03,Tesco,29.75,expense
2025-01-04,Council Tax,194.08,expense
2025-01-04,Argos,16.82,expense
2025-01-04,Amazon,181.04,expense
2025-01-04,M&S Food,82.17,expense
2025-01-04,Tesco,76.55,expense
2025-01-04,National Rail,82.61,expense
2025-01-04,Costa Coffee,4.32,expense
2025-01-04,Netflix,10.99,expense
2025-01-04,Greggs,2.72,expense
2025-01-04,eBay Purchase,16.59,expense
2025-01-04,Car Insurance,54.78,expense
2025-01-04,Just Eat,27.48,expense
2025-01-04,Argos,94.19,expense
2025-01-04,Waitrose,171.00,expense
2025-01-04,BP Fuel,50.95,expense
2025-01-05,Mortgage Payment,748.69,expense
2025-01-05,Starbucks,8.93,expense
2025-01-05,Amazon,143.09,expense
2025-01-05,Premier Inn,51.98,expense
2025-01-05,ASOS,63.63,expense
2025-01-05,McDonalds,13.38,expense
2025-01-05,TfL Travel,10.82,expense
2025-01-05,Water Bill,42.06,expense
2025-01-05,Aldi,14.15,expense
2025-01-05,eBay Purchase,59.38,expense
2025-01-05,Boots,7.55,expense
2025-01-05,BP Fuel,81.99,expense
2025-01-05,Nandos,15.79,expense
2025-01-05,Currys,227.55,expense
2025-01-05,Nandos,22.11,expense
2025-01-05,YouTube Premium,12.99,expense
2025-01-05,Home Insurance,28.51,expense
2025-01-05,Freelance Payment,215.37,income
2025-01-05,Ryanair,58.01,expense
2025-01-05,YouTube Premium,12.99,expense
2025-01-05,Cinema,13.06,expense
2025-01-06,Premier Inn,75.71,expense
2025-01-06,O2 Mobile,39.48,expense
2025-01-06,Just Eat,16.71,expense
2025-01-06,Ryanair,180.41,expense
2025-01-06,Just Eat,23.30,expense
2025-01-06,ASOS,52.92,expense
2025-01-06,Esso Fuel,54.19,expense
2025-01-06,Dentist,34.35,expense
2025-01-06,Wagamama,31.83,expense
2025-01-06,Starbucks,7.28,expense
2025-01-06,Car Insurance,48.38,expense
2025-01-06,Cinema,12.43,expense
2025-01-06,Gym Membership,32.61,expense
2025-01-07,Ryanair,186.53,expense
2025-01-07,Rent Payment,1442.09,expense
2025-01-07,Apple iCloud,2.99,expense
2025-01-07,McDonalds,9.23,expense
2025-01-07,Bank Interest,15.56,income
2025-01-07,YouTube Premium,12.99,expense
2025-01-07,National Rail,72.30,expense
2025-01-07,BT Broadband,41.29,expense
2025-01-07,BP Fuel,56.57,expense
2025-01-07,Lidl,37.37,expense
2025-01-07,Currys,244.44,expense
2025-01-07,Pizza Express,30.35,expense
2025-01-07,eBay Purchase,11.56,expense
2025-01-07,Shell Fuel,79.47,expense
2025-01-07,YouTube Premium,12.99,expense
2025-01-07,Side Hustle,316.11,income
2025-01-07,Apple iCloud,2.99,expense
2025-01-07,Aldi,45.93,expense
2025-01-07,Salary,2217.35,income
2025-01-07,Gas & Electric,194.22,expense
2025-01-07,Aldi,16.58,expense
2025-01-07,EE Mobile,31.11,expense
2025-01-08,Boots,11.99,expense
2025-01-08,Currys,361.13,expense
2025-01-08,Shell Fuel,56.01,expense
2025-01-08,Pizza Express,35.40,expense
2025-01-08,Pharmacy,23.15,expense
2025-01-08,Trainline,22.83,expense
2025-01-08,Greggs,2.45,expense
2025-01-08,Mortgage Payment,1085.03,expense
2025-01-08,Sainsburys,123.28,expense
2025-01-08,Optician,66.36,expense
2025-01-08,Mortgage Payment,1002.80,expense
2025-01-08,Amazon,147.41,expense
2025-01-08,KFC,14.81,expense
2025-01-09,ASOS,37.39,expense
2025-01-09,Sainsburys,145.42,expense
2025-01-09,Cinema,14.91,expense
2025-01-09,McDonalds,12.85,expense
2025-01-09,Dividend Payment,103.03,income
2025-01-09,Argos,118.13,expense
2025-01-09,Home Insurance,32.99,expense
2025-01-09,Ryanair,135.57,expense
2025-01-09,Dividend Payment,29.27,income
2025-01-09,Home Insurance,30.27,expense
2025-01-10,Nandos,25.99,expense
2025-01-10,Ryanair,98.54,expense
2025-01-10,Cinema,17.00,expense
2025-01-10,Argos,111.02,expense
2025-01-10,Currys,485.35,expense
2025-01-10,McDonalds,6.62,expense
2025-01-10,Dividend Payment,37.50,income
2025-01-10,Argos,87.38,expense
2025-01-10,Waitrose,86.74,expense
2025-01-10,Pizza Express,27.15,expense
2025-01-10,EE Mobile,40.39,expense
2025-01-11,Gas & Electric,133.45,expense
2025-01-11,Esso Fuel,53.12,expense
2025-01-11,Argos,28.75,expense
2025-01-11,Superdrug,24.72,expense
2025-01-11,O2 Mobile,34.87,expense
2025-01-11,Esso Fuel,63.98,expense
2025-01-11,Gas & Electric,90.05,expense
2025-01-11,Cashback,7.54,income
2025-01-11,Trainline,78.92,expense
2025-01-11,Rent Payment,1177.57,expense
2025-01-11,Rent Payment,1239.33,expense
2025-01-12,Gas & Electric,119.27,expense
2025-01-12,BT Broadband,38.97,expense
2025-01-12,O2 Mobile,33.80,expense
2025-01-12,Salary,3260.99,income
2025-01-12,Mortgage Payment,1318.79,expense
2025-01-12,Disney+,7.99,expense
2025-01-12,Premier Inn,63.09,expense
2025-01-12,BT Broadband,36.75,expense
2025-01-12,YouTube Premium,12.99,expense
2025-01-12,Netflix,10.99,expense
2025-01-12,Ryanair,81.73,expense
2025-01-12,Shell Fuel,56.29,expense
2025-01-12,Ryanair,114.57,expense
2025-01-13,Greggs,4.15,expense
2025-01-13,ASOS,65.49,expense
2025-01-13,National Rail,65.82,expense
2025-01-13,Aldi,46.59,expense
2025-01-13,Ryanair,59.13,expense
2025-01-13,Council Tax,168.97,expense
2025-01-13,Boots,19.93,expense
2025-01-13,Dentist,56.91,expense
2025-01-13,Spotify,10.99,expense
2025-01-13,Dividend Payment,182.57,income
2025-01-13,Apple iCloud,2.99,expense
2025-01-13,Mortgage Payment,980.05,expense
2025-01-13,Pret A Manger,11.16,expense
2025-01-13,Shell Fuel,60.04,expense
2025-01-13,National Rail,29.25,expense
2025-01-14,YouTube Premium,12.99,expense
2025-01-14,Mortgage Payment,903.85,expense
2025-01-14,Salary,3710.79,income
2025-01-14,Shell Fuel,64.33,expense
2025-01-14,ASOS,68.14,expense
2025-01-14,Pub / Bar,33.42,expense
2025-01-14,Ryanair,157.46,expense
2025-01-14,Gas & Electric,131.11,expense
2025-01-14,Gas & Electric,153.98,expense
2025-01-14,YouTube Premium,12.99,expense
2025-01-14,Apple iCloud,2.99,expense
2025-01-14,Amazon,148.14,expense
2025-01-14,John Lewis,48.23,expense
2025-01-15,KFC,9.71,expense
2025-01-15,National Rail,36.55,expense
2025-01-15,Pharmacy,5.79,expense
2025-01-15,Optician,172.96,expense
2025-01-15,Premier Inn,79.12,expense
2025-01-15,McDonalds,6.42,expense
2025-01-15,Spotify,10.99,expense
2025-01-15,EE Mobile,32.19,expense
2025-01-15,Council Tax,156.52,expense
2025-01-15,Spotify,10.99,expense
2025-01-15,KFC,7.42,expense
2025-01-15,Premier Inn,97.43,expense
2025-01-15,Sainsburys,62.82,expense
2025-01-15,Just Eat,24.26,expense
2025-01-15,Gym Membership,33.94,expense
2025-01-16,Gym Membership,31.20,expense
2025-01-16,Netflix,10.99,expense
2025-01-16,Bank Interest,11.19,income
2025-01-16,Mortgage Payment,775.81,expense
2025-01-16,Costa Coffee,5.41,expense
2025-01-16,Starbucks,4.24,expense
2025-01-16,Bank Interest,19.18,income
2025-01-16,Nandos,32.67,expense
2025-01-16,National Rail,22.75,expense
2025-01-16,eBay Purchase,70.69,expense
2025-01-16,Premier Inn,52.62,expense
2025-01-17,BT Broadband,42.91,expense
2025-01-17,Aldi,72.78,expense
2025-01-17,Netflix,10.99,expense
2025-01-17,BP Fuel,66.10,expense
2025-01-17,Refund,23.88,income
2025-01-17,Uber Eats,36.46,expense
2025-01-17,Salary,2147.29,income
2025-01-17,John Lewis,61.02,expense
2025-01-17,Side Hustle,445.40,income
2025-01-17,Deliveroo,27.11,expense
2025-01-17,Aldi,23.22,expense
2025-01-17,TfL Travel,2.24,expense
2025-01-17,O2 Mobile,29.37,expense
2025-01-17,Water Bill,46.87,expense
2025-01-18,BT Broadband,39.46,expense
2025-01-18,Optician,60.37,expense
2025-01-18,Starbucks,5.58,expense
2025-01-18,Council Tax,158.95,expense
2025-01-18,M&S Food,25.07,expense
2025-01-18,O2 Mobile,37.30,expense
2025-01-18,Deliveroo,12.68,expense
2025-01-18,McDonalds,13.35,expense
2025-01-18,Apple iCloud,2.99,expense
2025-01-18,Nandos,38.36,expense
2025-01-18,Sainsburys,20.36,expense
2025-01-18,Netflix,10.99,expense
2025-01-18,Aldi,36.45,expense
2025-01-18,Costa Coffee,7.18,expense
2025-01-18,Pub / Bar,23.26,expense
2025-01-18,Premier Inn,50.31,expense
2025-01-18,Premier Inn,70.08,expense
2025-01-18,O2 Mobile,30.99,expense
2025-01-18,Greggs,4.86,expense
2025-01-18,ASOS,33.21,expense
2025-01-18,Amazon,70.72,expense
2025-01-18,KFC,10.68,expense
2025-01-18,Cinema,16.74,expense
2025-01-18,EE Mobile,32.35,expense
2025-01-19,Dentist,35.95,expense
2025-01-19,Spotify,10.99,expense
2025-01-19,Tesco,32.02,expense
2025-01-19,Pret A Manger,7.65,expense
2025-01-19,Side Hustle,384.77,income
2025-01-19,Uber Eats,37.91,expense
2025-01-19,Trainline,43.23,expense
2025-01-19,Gym Membership,44.29,expense
2025-01-19,Greggs,4.54,expense
2025-01-19,Premier Inn,72.44,expense
2025-01-19,Just Eat,25.30,expense
2025-01-19,Currys,139.08,expense
2025-01-19,Cashback,5.52,income
2025-01-19,KFC,7.48,expense
2025-01-19,Gas & Electric,83.35,expense
2025-01-20,Nandos,35.78,expense
2025-01-20,Car Insurance,46.15,expense
2025-01-20,Argos,64.15,expense
2025-01-20,TfL Travel,10.57,expense
2025-01-20,KFC,11.73,expense
2025-01-20,Wagamama,22.29,expense
2025-01-20,Pizza Express,23.88,expense
2025-01-20,Apple iCloud,2.99,expense
2025-01-20,Amazon,150.04,expense
2025-01-20,Starbucks,6.75,expense
2025-01-20,Deliveroo,19.83,expense
2025-01-20,Starbucks,5.69,expense
2025-01-20,Optician,117.77,expense
2025-01-21,Cashback,10.63,income
2025-01-21,ASOS,52.22,expense
2025-01-21,Shell Fuel,58.73,expense
2025-01-21,Wagamama,33.90,expense
2025-01-21,Esso Fuel,73.86,expense
2025-01-21,Pret A Manger,10.73,expense
2025-01-21,Mortgage Payment,1032.13,expense
2025-01-21,Amazon,94.85,expense
2025-01-21,Optician,187.93,expense
2025-01-21,ASOS,20.59,expense
2025-01-21,Rent Payment,950.34,expense
2025-01-21,Wagamama,12.30,expense
2025-01-21,Uber,11.23,expense
2025-01-21,YouTube Premium,12.99,expense
2025-01-22,Netflix,10.99,expense
2025-01-22,M&S Food,46.67,expense
2025-01-22,Amazon,114.79,expense
2025-01-22,Starbucks,4.75,expense
2025-01-22,Pret A Manger,7.93,expense
2025-01-22,Starbucks,7.98,expense
2025-01-22,Disney+,7.99,expense
2025-01-22,Bank Interest,5.77,income
2025-01-22,Nandos,27.81,expense
2025-01-22,Premier Inn,91.95,expense
2025-01-22,Gas & Electric,169.52,expense
2025-01-22,EE Mobile,31.93,expense
2025-01-22,Currys,47.30,expense
2025-01-22,Gym Membership,33.78,expense
2025-01-23,Shell Fuel,64.97,expense
2025-01-23,Dentist,45.64,expense
2025-01-23,National Rail,86.02,expense
2025-01-23,Starbucks,5.69,expense
2025-01-23,McDonalds,14.25,expense
2025-01-23,BT Broadband,39.35,expense
2025-01-23,Boots,37.97,expense
2025-01-23,Superdrug,22.75,expense
2025-01-23,Car Insurance,51.95,expense
2025-01-23,eBay Purchase,81.53,expense
2025-01-23,BP Fuel,81.24,expense
2025-01-24,Premier Inn,66.95,expense
2025-01-24,Freelance Payment,1385.93,income
2025-01-24,Deliveroo,26.54,expense
2025-01-24,Pub / Bar,24.86,expense
2025-01-24,Side Hustle,212.67,income
2025-01-24,Amazon,103.59,expense
2025-01-24,Water Bill,37.60,expense
2025-01-24,Side Hustle,172.28,income
2025-01-24,Uber,9.40,expense
2025-01-24,EE Mobile,30.20,expense
2025-01-24,Pizza Express,36.79,expense
2025-01-24,Waitrose,120.62,expense
2025-01-24,Gym Membership,49.50,expense
2025-01-24,Trainline,53.17,expense
2025-01-25,Ryanair,164.71,expense
2025-01-25,Starbucks,5.93,expense
2025-01-25,Ryanair,35.24,expense
2025-01-25,Pub / Bar,48.37,expense
2025-01-25,Uber,24.54,expense
2025-01-25,Spotify,10.99,expense
2025-01-25,Just Eat,19.39,expense
2025-01-25,Rent Payment,881.43,expense
2025-01-25,Water Bill,33.41,expense
2025-01-25,Dentist,33.71,expense
2025-01-25,Aldi,34.59,expense
2025-01-25,Nandos,21.69,expense
2025-01-25,Lidl,17.49,expense
2025-01-25,eBay Purchase,66.54,expense
2025-01-25,Sainsburys,88.78,expense
2025-01-25,Disney+,7.99,expense
2025-01-25,Starbucks,6.89,expense
2025-01-26,Just Eat,19.41,expense
2025-01-26,Shell Fuel,64.88,expense
2025-01-26,Disney+,7.99,expense
2025-01-26,Netflix,10.99,expense
2025-01-26,Argos,77.16,expense
2025-01-26,Cashback,2.74,income
2025-01-26,Apple iCloud,2.99,expense
2025-01-26,Gym Membership,44.78,expense
2025-01-26,Salary,3475.86,income
2025-01-26,Pub / Bar,46.31,expense
2025-01-26,Waitrose,91.79,expense
2025-01-26,Just Eat,19.12,expense
2025-01-26,Apple iCloud,2.99,expense
2025-01-26,Bank Interest,14.98,income
2025-01-26,YouTube Premium,12.99,expense
2025-01-26,Tesco,75.54,expense
2025-01-27,Aldi,52.36,expense
2025-01-27,Pub / Bar,14.10,expense
2025-01-27,YouTube Premium,12.99,expense
2025-01-27,Boots,17.35,expense
2025-01-27,Optician,174.35,expense
2025-01-27,Optician,42.15,expense
2025-01-27,Starbucks,7.48,expense
2025-01-27,Amazon,17.03,expense
2025-01-27,Cinema,12.71,expense
2025-01-27,BP Fuel,39.64,expense
2025-01-27,Greggs,5.54,expense
2025-01-28,Disney+,7.99,expense
2025-01-28,eBay Purchase,70.50,expense
2025-01-28,Apple iCloud,2.99,expense
2025-01-28,KFC,5.28,expense
2025-01-28,KFC,5.42,expense
2025-01-28,McDonalds,10.65,expense
2025-01-28,Gas & Electric,172.99,expense
2025-01-28,Tesco,25.39,expense
2025-01-28,Gym Membership,46.22,expense
2025-01-28,Argos,40.02,expense
2025-01-28,Cinema,12.50,expense
2025-01-29,TfL Travel,11.57,expense
2025-01-29,National Rail,48.68,expense
2025-01-29,Pharmacy,9.95,expense
2025-01-29,EE Mobile,30.79,expense
2025-01-29,Pharmacy,6.87,expense
2025-01-29,Ryanair,39.75,expense
2025-01-29,McDonalds,13.00,expense
2025-01-29,Council Tax,173.27,expense
2025-01-29,Superdrug,19.19,expense
2025-01-29,TfL Travel,3.04,expense
2025-01-29,Freelance Payment,754.62,income
2025-01-29,YouTube Premium,12.99,expense
2025-01-29,Costa Coffee,3.53,expense
2025-01-29,Lidl,64.94,expense
2025-01-30,Currys,135.53,expense
2025-01-30,Dentist,52.99,expense
2025-01-30,Costa Coffee,4.64,expense
2025-01-30,Deliveroo,27.83,expense
2025-01-30,KFC,6.00,expense
2025-01-30,Uber Eats,24.13,expense
2025-01-30,Council Tax,153.63,expense
2025-01-30,Mortgage Payment,1043.44,expense
2025-01-30,Boots,25.27,expense
2025-01-30,TfL Travel,12.10,expense
2025-01-30,Shell Fuel,69.24,expense
2025-01-30,Amazon,133.81,expense
2025-01-30,Home Insurance,31.13,expense
2025-01-30,Pub / Bar,49.58,expense
2025-01-31,Cinema,19.90,expense
2025-01-31,Council Tax,185.99,expense
2025-01-31,Uber,21.35,expense
2025-01-31,Rent Payment,887.67,expense
2025-01-31,Mortgage Payment,1257.76,expense
2025-01-31,Starbucks,8.29,expense
2025-01-31,Pub / Bar,36.15,expense
2025-01-31,Waitrose,37.59,expense
2025-01-31,Wagamama,25.17,expense
2025-01-31,Pret A Manger,11.11,expense
2025-01-31,Premier Inn,87.91,expense
2025-01-31,Gym Membership,41.65,expense
2025-01-31,BP Fuel,74.80,expense
2025-01-31,YouTube Premium,12.99,expense
2025-02-01,Sainsburys,61.45,expense
2025-02-01,Deliveroo,34.81,expense
2025-02-01,O2 Mobile,34.36,expense
2025-02-01,Boots,26.01,expense
2025-02-01,ASOS,65.13,expense
2025-02-01,Premier Inn,70.12,expense
2025-02-01,McDonalds,8.68,expense
2025-02-01,TfL Travel,4.67,expense
2025-02-01,Spotify,10.99,expense
2025-02-01,Water Bill,49.02,expense
2025-02-01,Lidl,28.50,expense
2025-02-01,Gym Membership,34.70,expense
2025-02-01,Netflix,10.99,expense
2025-02-01,Amazon,72.17,expense
2025-02-01,Waitrose,96.32,expense
2025-02-01,Premier Inn,94.58,expense
2025-02-01,Dentist,43.41,expense
2025-02-02,Cashback,13.58,income
2025-02-02,Pub / Bar,39.65,expense
2025-02-02,Costa Coffee,6.96,expense
2025-02-02,Gas & Electric,135.62,expense
2025-02-02,Salary,2291.96,income
2025-02-02,Cinema,12.88,expense
2025-02-02,Refund,91.49,income
2025-02-02,Pub / Bar,30.69,expense
2025-02-02,TfL Travel,4.42,expense
2025-02-02,Gym Membership,39.51,expense
2025-02-02,Salary,3270.40,income
2025-02-02,BP Fuel,52.27,expense
2025-02-03,Greggs,4.06,expense
2025-02-03,Esso Fuel,40.35,expense
2025-02-03,Pharmacy,24.64,expense
2025-02-03,EE Mobile,41.54,expense
2025-02-03,Boots,28.63,expense
2025-02-03,BT Broadband,42.76,expense
2025-02-03,Dentist,59.20,expense
2025-02-03,Water Bill,32.50,expense
2025-02-03,Council Tax,158.41,expense
2025-02-03,Council Tax,160.24,expense
2025-02-04,Shell Fuel,81.72,expense
2025-02-04,McDonalds,14.21,expense
2025-02-04,Salary,3275.49,income
2025-02-04,Costa Coffee,5.30,expense
2025-02-04,Costa Coffee,3.42,expense
2025-02-04,Shell Fuel,56.06,expense
2025-02-04,Dividend Payment,71.67,income
2025-02-04,Nandos,27.36,expense
2025-02-04,Tesco,63.55,expense
2025-02-04,Netflix,10.99,expense
2025-02-04,Council Tax,150.21,expense
2025-02-04,Side Hustle,380.13,income
2025-02-04,Cinema,17.16,expense
2025-02-04,Salary,3450.65,income
2025-02-04,Amazon,101.60,expense
2025-02-04,Aldi,64.49,expense
2025-02-05,Mortgage Payment,1356.60,expense
2025-02-05,Lidl,56.60,expense
2025-02-05,Refund,22.25,income
2025-02-05,TfL Travel,13.59,expense
2025-02-05,EE Mobile,37.21,expense
2025-02-05,Deliveroo,33.97,expense
2025-02-05,Rent Payment,1232.07,expense
2025-02-05,Superdrug,16.67,expense
2025-02-05,Argos,68.64,expense
2025-02-05,KFC,6.74,expense
2025-02-05,Car Insurance,56.33,expense
2025-02-05,Tesco,64.24,expense
2025-02-06,Home Insurance,33.43,expense
2025-02-06,Boots,27.13,expense
2025-02-06,Dentist,55.71,expense
2025-02-06,Sainsburys,65.08,expense
2025-02-06,M&S Food,69.74,expense
2025-02-06,YouTube Premium,12.99,expense
2025-02-06,Deliveroo,32.34,expense
2025-02-06,Refund,88.29,income
2025-02-06,Pharmacy,26.92,expense
2025-02-06,Council Tax,174.67,expense
2025-02-06,Ryanair,31.01,expense
2025-02-06,National Rail,100.68,expense
2025-02-06,Freelance Payment,1255.59,income
2025-02-06,Spotify,10.99,expense
2025-02-06,Sainsburys,94.24,expense
2025-02-06,Pharmacy,8.40,expense
2025-02-06,Amazon,85.72,expense
2025-02-06,Ryanair,88.30,expense
2025-02-06,Superdrug,15.26,expense
2025-02-06,Wagamama,30.85,expense
2025-02-07,Ryanair,34.61,expense
2025-02-07,Cashback,3.12,income
2025-02-07,John Lewis,43.11,expense
2025-02-07,Pub / Bar,37.87,expense
2025-02-07,ASOS,54.21,expense
2025-02-07,Pizza Express,22.08,expense
2025-02-07,Side Hustle,340.31,income
2025-02-07,Greggs,2.39,expense
2025-02-07,ASOS,77.72,expense
2025-02-07,Superdrug,12.39,expense
2025-02-07,BT Broadband,41.56,expense
2025-02-07,Pub / Bar,17.25,expense
2025-02-07,Home Insurance,25.37,expense
2025-02-08,Lidl,8.48,expense
2025-02-08,Optician,165.81,expense
2025-02-08,YouTube Premium,12.99,expense
2025-02-08,Superdrug,13.97,expense
2025-02-08,Deliveroo,15.21,expense
2025-02-08,Starbucks,5.16,expense
2025-02-08,KFC,12.30,expense
2025-02-08,Side Hustle,252.11,income
2025-02-08,Cinema,13.93,expense
2025-02-08,BP Fuel,60.28,expense
2025-02-08,ASOS,25.99,expense
2025-02-08,Cashback,12.97,income
2025-02-08,Council Tax,195.40,expense
2025-02-08,Ryanair,80.97,expense
2025-02-08,Home Insurance,30.83,expense
2025-02-08,Wagamama,15.35,expense
2025-02-08,Pret A Manger,7.99,expense
2025-02-08,Esso Fuel,34.49,expense
2025-02-09,National Rail,50.00,expense
2025-02-09,Car Insurance,53.99,expense
2025-02-09,Aldi,49.04,expense
2025-02-09,KFC,7.90,expense
2025-02-09,Just Eat,13.16,expense
2025-02-09,Pub / Bar,11.92,expense
2025-02-09,Gas & Electric,199.00,expense
2025-02-09,TfL Travel,9.66,expense
2025-02-09,EE Mobile,42.47,expense
2025-02-09,Gym Membership,30.08,expense
2025-02-09,TfL Travel,9.48,expense
2025-02-09,YouTube Premium,12.99,expense
2025-02-09,Pub / Bar,47.50,expense
2025-02-09,Home Insurance,31.49,expense
2025-02-09,eBay Purchase,47.60,expense
2025-02-10,Nandos,38.42,expense
2025-02-10,Salary,4457.39,income
2025-02-10,Pizza Express,32.05,expense
2025-02-10,BT Broadband,38.34,expense
2025-02-10,Netflix,10.99,expense
2025-02-10,John Lewis,254.66,expense
2025-02-10,Premier Inn,87.35,expense
2025-02-10,Boots,11.40,expense
2025-02-10,Bank Interest,6.25,income
2025-02-10,National Rail,47.80,expense
2025-02-10,Pharmacy,21.00,expense
2025-02-10,Premier Inn,108.56,expense
2025-02-10,Superdrug,7.17,expense
2025-02-11,Car Insurance,49.57,expense
2025-02-11,eBay Purchase,18.76,expense
2025-02-11,Amazon,148.30,expense
2025-02-11,Amazon,93.30,expense
2025-02-11,Tesco,118.64,expense
2025-02-11,Aldi,20.99,expense
2025-02-11,Deliveroo,14.45,expense
2025-02-11,Car Insurance,55.38,expense
2025-02-11,Amazon,60.52,expense
2025-02-11,Uber Eats,21.06,expense
2025-02-11,Sainsburys,70.56,expense
2025-02-11,Home Insurance,34.37,expense
2025-02-11,eBay Purchase,47.60,expense
2025-02-11,ASOS,49.75,expense
2025-02-11,Starbucks,6.40,expense
2025-02-11,Gym Membership,34.41,expense
2025-02-12,Pret A Manger,8.57,expense
2025-02-12,Currys,272.04,expense
2025-02-12,Cinema,13.42,expense
2025-02-12,Spotify,10.99,expense
2025-02-12,EE Mobile,40.46,expense
2025-02-12,Optician,91.59,expense
2025-02-12,Trainline,63.39,expense
2025-02-12,Shell Fuel,69.38,expense
2025-02-12,ASOS,66.12,expense
2025-02-12,EE Mobile,42.13,expense
2025-02-12,Uber,23.94,expense
2025-02-12,Esso Fuel,61.42,expense
2025-02-12,Freelance Payment,971.78,income
2025-02-12,Nandos,28.34,expense
2025-02-12,TfL Travel,14.56,expense
2025-02-12,Pub / Bar,32.07,expense
2025-02-12,National Rail,33.05,expense
2025-02-13,Netflix,10.99,expense
2025-02-13,John Lewis,290.40,expense
2025-02-13,Home Insurance,33.43,expense
2025-02-13,John Lewis,103.74,expense
2025-02-13,Amazon,146.57,expense
2025-02-13,Esso Fuel,70.05,expense
2025-02-13,Council Tax,185.51,expense
